date,steel_price_predicted,iron_ore_predicted,scrap_price_predicted,freight_index_predicted,fx_rate_predicted,pct_change_predicted,predicted_mean,volatility_score,lower_ci,upper_ci,supplier_id,supplier_name,material_id,material_name,supplier_factor
2025-05-03,687.4056873552101,110.6497623027433,348.3429257078445,467.601476646403,82.63232558786359,0.014720619062580376,687.3614857108121,Normal,681.4343748522552,721.4343748522552,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-05-04,715.3603479044069,110.68999617753201,348.3436446791362,473.9365975054432,83.05975685098703,-0.014356358881228992,715.4014021762403,Normal,681.3336744160852,721.3336744160852,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-05-05,687.4024971086451,110.66643778023354,348.34501968691075,474.6676355142612,82.97252438039553,0.013894254060087263,687.3611382949553,Normal,681.4311194986175,721.4311194986175,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-05-06,715.3645051885122,110.639682781692,348.3444617234321,466.67232463226026,82.92549209548055,-0.013311259110981855,715.4022672311088,Normal,681.337750184816,721.337750184816,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-05-07,687.4006336281149,110.66116572669863,348.3431835782118,461.3528199702276,82.56009752068084,0.013041904992605602,687.3626799549179,Normal,681.4292179878723,721.4292179878723,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-05-08,687.3134811948944,110.67123979278132,348.34617833112776,454.21419086560263,82.60003670582168,-0.012678550027001023,687.3492581817093,Normal,681.3402869335657,721.3402869335657,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-05-09,715.457402018599,110.67738019448417,348.3435512315589,459.1777269980298,82.66300545182138,0.012624196344379612,715.4185649098964,Normal,681.4288255084305,721.4288255084305,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-05-10,687.3139482016934,110.63569358296128,348.343896480878,462.61178236881614,82.87090889495565,-0.012554664723241071,687.3498293200704,Normal,681.3407634711157,721.3407634711157,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-05-11,701.426755480128,110.67490003581676,348.3442645971542,452.36470104060515,83.43459863108144,0.012261088117382357,701.390674152078,Normal,681.426755480128,721.426755480128,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-05-12,722.3836536495189,110.60500531502434,348.34334840864256,443.94117962124756,82.60239155664688,-0.011890396494163014,722.4194801717749,Normal,681.3433530577853,721.3433530577853,SUP005,PrimeSteel,MAT103,Steel Bar,1.03
2025-05-13,736.491922092763,110.65353446577046,348.3440004508432,453.4770678047204,82.60264242604852,0.011053804881799856,736.4595120933723,Normal,681.4208781835838,721.4208781835838,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-05-14,687.3174477179585,110.61779788323942,348.34511458418956,443.09656555338734,82.94286023835892,-0.010912674527430166,687.3503275856964,Normal,681.3443344060802,721.3443344060802,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-05-15,687.3914917785027,110.65467164077602,348.34342087797273,448.83045666102674,82.71856837399461,0.010772905706080138,687.3614719547833,Normal,681.4198895699006,721.4198895699006,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-05-16,736.41543369881,110.6500198150206,348.3435343951619,444.03000792347336,82.64372904857781,-0.010244573452289352,736.4466009394047,Normal,681.3480320941047,721.3480320941047,SUP003,CoreSteel,MAT101,Steel Rod,1.05
2025-05-17,687.3888309857794,110.67163978514262,348.34617942594775,439.347591441208,82.72539714877044,0.00985849792347615,687.3608584173616,Normal,681.417174475285,721.417174475285,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-05-18,736.4187238707095,110.65267277557113,348.34436488578046,443.8619941439166,82.77734501718275,-0.009410788120844948,736.4467241066837,Normal,681.3511655911519,721.3511655911519,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-05-19,715.4456904364157,110.6537359597465,348.3443518637028,432.985073127326,82.88786460744251,0.009435782986932928,715.4161706061321,Normal,681.4173435651135,721.4173435651135,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-05-20,701.3523233383727,110.65690881853408,348.3429276123731,442.0819212413816,82.44283979681026,-0.00926983447689933,701.3786090057155,Normal,681.3523233383727,721.3523233383727,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-05-21,701.4159556159235,110.6430839726779,348.34334556899137,436.104297802676,82.51313059645767,0.009072797712850189,701.3888406071218,Normal,681.4159556159235,721.4159556159235,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-05-22,722.3928298673699,110.66259275969695,348.34487876111325,428.85478547375965,82.85873391577559,-0.009080718546294886,722.4205549125314,Normal,681.3522620071552,721.3522620071552,SUP005,PrimeSteel,MAT104,Steel Sheet,1.03
2025-05-23,687.3868858852509,110.65851116325369,348.34355535647694,430.72731097947093,82.55176542336386,0.008972334600043652,687.3609979980562,Normal,681.4151896788275,721.4151896788275,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-05-24,722.3945798905067,110.66874108440047,348.342576141329,428.5677399727129,82.86994473056272,-0.008729297708975903,722.4211352687067,Normal,681.3539610587444,721.3539610587444,SUP005,PrimeSteel,MAT103,Steel Bar,1.03
2025-05-25,715.4381199579527,110.66626436132849,348.3443939510986,427.6467997920545,82.66222192205173,0.007978919599427314,715.4158994181961,Normal,681.4099215274047,721.4099215274047,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-05-26,701.3540410647362,110.64971486254962,348.34357202381256,434.1442764921203,82.79281031070332,-0.00796687656581252,701.3790934701663,Normal,681.3540410647362,721.3540410647362,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-05-27,715.438858145381,110.6786459775943,348.34411010849664,431.08563644188035,82.91497900375614,0.008070699321471864,715.4151736738897,Normal,681.4106452405696,721.4106452405696,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-05-28,715.3844412251422,110.66984139883917,348.3432160082372,429.19216138410496,82.62349597405816,-0.00760608955179265,715.4066260305897,Normal,681.3572953187668,721.3572953187668,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-05-29,687.3808199406423,110.69253348162074,348.34368070008526,422.36808097094513,83.11017504134048,0.0073720799668386405,687.3594075359872,Normal,681.4089999394309,721.4089999394309,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-05-30,715.3837513501195,110.65949359503264,348.34422730041115,429.1129567183243,82.7971509695763,-0.007467963589014026,715.4063589689665,Normal,681.3566189707054,721.3566189707054,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-05-31,701.4081526155016,110.66079465720767,348.34394381221364,424.94525525665125,83.19498231001474,0.007347709197058627,701.3865249538736,Normal,681.4081526155016,721.4081526155016,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-06-01,722.4005459902247,110.65875793964065,348.3438883393906,421.37673838152676,82.89605502882966,-0.006900294322709222,722.4207388192038,Normal,681.3597533885677,721.3597533885677,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-06-02,701.4071027168366,110.65726304819721,348.3441258598309,418.4288393953129,82.59567088301424,0.006751075755362379,701.3869383129113,Normal,681.4071027168366,721.4071027168366,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-06-03,687.3337211743043,110.64495310032328,348.34397897468,425.3349380567445,83.02298791585604,-0.00658144790348647,687.3522408093025,Normal,681.3609399737799,721.3609399737799,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-06-04,701.4057876355254,110.65216102260918,348.3436980618997,426.6315226248011,82.93582429779632,0.006394376873508634,701.3867650343354,Normal,681.4057876355254,721.4057876355254,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-06-05,736.4305255887703,110.66034697633954,348.3438120533076,419.1970989381599,82.88884635068841,-0.006185052027196658,736.4491140935334,Normal,681.3624053226383,721.3624053226383,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-06-06,722.4469241239273,110.65377405900063,348.3440731771602,414.4313647003333,82.52361929157348,0.0060418664989958515,722.4285985751948,Normal,681.404780702842,721.404780702842,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-06-07,736.4317019766171,110.65069179985935,348.3434613519884,407.84046442702686,82.56358144809295,-0.005881769266591341,736.449644314831,Normal,681.3635256920162,721.3635256920162,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-06-08,736.4743174296204,110.64881308384494,348.34399806593115,413.34266867111137,82.62656476867838,0.005786748844327505,736.4562980822058,Normal,681.4041118377337,721.4041118377337,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-06-09,687.3369127439026,110.66156751074473,348.3439275318237,417.30943568727224,82.83443097767723,-0.005690750825149138,687.3532046978781,Normal,681.3641966774517,721.3641966774517,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-06-10,715.4311939647052,110.64957191266954,348.34385232601863,407.59188396370234,83.39795658332778,0.005551275739357209,715.4145854271823,Normal,681.4031313379463,721.4031313379463,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-06-11,736.4335320601182,110.6709568867526,348.34403950245996,399.6913364330554,82.56608229389748,-0.0053981380422674086,736.4501130298968,Normal,681.3652686286839,721.3652686286839,SUP003,CoreSteel,MAT101,Steel Rod,1.05
2025-06-12,701.4014045414272,110.65610891799025,348.3439062908587,409.740127979424,82.56636930129797,0.005152224434201713,701.386631345443,Normal,681.4014045414272,721.4014045414272,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-06-13,715.3933058179691,110.66704287527028,348.34367867447594,399.87094821764674,82.90650199190111,-0.005049668442302924,715.4087110439333,Normal,681.3659860960481,721.3659860960481,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-06-14,701.4006987634981,110.65576098816457,348.3440246970448,406.1066423727496,82.68232585006902,0.004949294396672244,701.3863996975413,Normal,681.4006987634981,721.4006987634981,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-06-15,701.3672300576518,110.65718425979497,348.34400150559105,401.80446978128396,82.60754883561803,-0.004771695537986176,701.3811308718152,Normal,681.3672300576518,721.3672300576518,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-06-16,715.4276605073017,110.65056941828055,348.34346112831776,397.6145032701333,82.6892233238084,0.0046248391683212375,715.4139220458661,Normal,681.3996671640213,721.3996671640213,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-06-17,715.395701261959,110.65637256054254,348.3438318371477,402.6135794614214,82.74118797777926,-0.004467152600740043,715.4088516597594,Normal,681.368334570548,721.368334570548,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-06-18,701.3992462637884,110.65604726893571,348.3438344975458,392.2190875835489,82.85170330953635,0.004407340867396137,701.3860810652833,Normal,681.3992462637884,721.3992462637884,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-06-19,687.341633493108,110.65507650172793,348.34412547073754,401.7883258892652,82.4068718968449,-0.004310311918909182,687.3538247357646,Normal,681.3690137684775,721.3690137684775,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-06-20,722.4404874712616,110.65930634866037,348.34404008259804,396.2809092680132,82.47717239631343,0.0042085915459066925,722.427686253841,Normal,681.3985315254967,721.3985315254967,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-06-21,722.4105054152459,110.6533374442844,348.34372685290606,389.4964170033167,82.8226871883919,-0.004150107384026658,722.4230842093898,Normal,681.3694227332484,721.3694227332484,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-06-22,687.3700057125271,110.6545862486743,348.3439972232143,391.82652933811437,82.51586238155762,0.004069507253867677,687.3583053453708,Normal,681.3979650127828,721.3979650127828,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-06-23,715.3975719669943,110.65145630415039,348.34419727593746,390.1200987833243,82.83396256556449,-0.003963002329199217,715.4094480169747,Normal,681.3701685950924,721.3701685950924,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-06-24,701.396503386251,110.65221408182093,348.3438258991308,389.64674346166294,82.62634773886764,0.003754763509733472,701.3858358978767,Normal,681.396503386251,721.396503386251,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-06-25,722.4116820041532,110.65727756298891,348.34399381809345,396.5849374262576,82.75692345094033,-0.0036980985148704626,722.423190739449,Normal,681.3705650525759,721.3705650525759,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-06-26,701.3962800689284,110.64842580511062,348.3438838879044,393.9639808923931,82.87908228804642,0.003666395145995871,701.385633767768,Normal,681.3962800689284,721.3962800689284,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-06-27,687.3441562924288,110.65111965217598,348.34406655173683,392.5028327235609,82.58773653552535,-0.003520408666424224,687.3541490063328,Normal,681.3715880534988,721.3715880534988,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-06-28,701.3955935045285,110.64417678729758,348.34397161563436,386.10713695740384,83.07427558433702,0.0034226437795048525,701.3855233819512,Normal,681.3955935045285,721.3955935045285,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-06-29,687.3443575858267,110.6542856640537,348.3438599457078,393.27240193813896,82.76139611002247,-0.0033932419626792054,687.354148896212,Normal,681.3717934549253,721.3717934549253,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-06-30,715.4229886522081,110.65388759134409,348.34391786207686,389.52259395022,83.15911872341844,0.003321128568556375,715.4130512347615,Normal,681.3950869139295,721.3950869139295,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-07-01,687.3453015990486,110.65451074502282,348.34392919512186,386.36697344947385,82.86033067226121,-0.0031836807275920087,687.3543129294953,Normal,681.3727567337231,721.3727567337231,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-07-02,687.3666647833674,110.65496812169465,348.3438806699219,383.8270257117763,82.56008610303043,0.0031080716299314304,687.3576716483301,Normal,681.3945559013953,721.3945559013953,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-07-03,722.4145067002013,110.65873447075883,348.34391067841847,391.13413424604454,82.98728339156729,-0.0030294540060205044,722.423560357009,Normal,681.3733074759235,721.3733074759235,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-07-04,701.3939868902012,110.6565291363712,348.34396806863225,392.8282798447744,82.90018307601088,0.002948417633974465,701.3852972678038,Normal,681.3939868902012,721.3939868902012,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-07-05,722.4151163658943,110.6540245636884,348.34394478029606,385.7887169437437,82.85325395089153,-0.00286394041200122,722.4236640510136,Normal,681.3738993843633,721.3738993843633,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-07-06,736.4631704783706,110.6560356120959,348.3438914329414,381.4126635443831,82.4881888802262,0.0027939889608141755,736.4545633489835,Normal,681.3934956936862,721.3934956936862,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-07-07,687.3469182443307,110.65697865945494,348.34401642824196,375.2073165271016,82.52816856110083,-0.002721628021540301,687.3546971831482,Normal,681.3744063717661,721.3744063717661,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-07-08,736.462742019093,110.65755347101184,348.34390677809404,381.08790567781665,82.59116104082423,0.0026635225488069736,736.4545109031852,Normal,681.3930876372314,721.3930876372314,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-07-09,722.4160521816384,110.65365112923833,348.3439211881451,385.42897076361464,82.79898464712532,-0.002606198181198671,722.4239001626294,Normal,681.3748079433383,721.3748079433383,SUP005,PrimeSteel,MAT104,Steel Sheet,1.03
2025-07-10,701.3926298518422,110.65732129990415,348.34393655261954,376.08438228779625,83.36234082721447,0.0025409963833933347,701.3851876817755,Normal,681.3926298518422,721.3926298518422,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-07-11,722.416536093525,110.65077835772843,348.34389831265065,368.5520687181542,82.53079387887745,-0.0024739483136637652,722.4239903974599,Normal,681.3752777607039,721.3752777607039,SUP005,PrimeSteel,MAT101,Steel Rod,1.03
2025-07-12,701.3920332431775,110.65532123913019,348.34392552765405,378.96082962186125,82.53111171399719,0.0023889468313109674,701.3851055002493,Normal,681.3920332431775,721.3920332431775,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-07-13,701.3756628362853,110.65197588785891,348.3439720294645,369.45182133926244,82.87115404363871,-0.0023339881430439746,701.3825579491921,Normal,681.3756628362853,721.3756628362853,SUP004,DeltaIron,MAT100,Steel Coil,1.0
2025-07-14,715.41948975819,110.65542769166653,348.3439013373829,376.03993149663404,82.64708834125545,0.002280345646221704,715.4127227166028,Normal,681.3916566256764,721.3916566256764,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-07-15,687.34862013269,110.65499222777764,348.34390607537483,372.0883900873133,82.5723684012581,-0.002211835996202005,687.354949575499,Normal,681.3761429925408,721.3761429925408,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-07-16,722.4329622014892,110.65701610329707,348.3440164739377,368.2449508634355,82.65404408825478,0.002150407587842018,722.4264953730033,Normal,681.391225438339,721.391225438339,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-07-17,701.3765833818309,110.65524057511031,348.3439407384764,373.5844804977878,82.70602036215136,-0.002087573379461194,701.3826546112219,Normal,681.3765833818309,721.3765833818309,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-07-18,722.4326574660627,110.65534010126197,348.3439401949596,363.5298792807079,82.81652630438528,0.0020454342518183566,722.4264373027784,Normal,681.3909295787016,721.3909295787016,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-07-19,722.4182342254728,110.65563711699282,348.34388074941336,373.4306329906231,82.37188311520015,-0.001996482362864871,722.4242144434926,Normal,681.3769264324978,721.3769264324978,SUP005,PrimeSteel,MAT103,Steel Bar,1.03
2025-07-20,701.390584509132,110.65434295391441,348.34389819412905,368.2541909628458,82.44218823230783,0.0019473233463296324,701.3848641369599,Normal,681.390584509132,721.390584509132,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-07-21,736.4460644429778,110.65616919864273,348.34396218665717,361.79711061461575,82.78760947663834,-0.0019076785488958414,736.4519394846675,Normal,681.3772042314074,721.3772042314074,SUP003,CoreSteel,MAT100,Steel Coil,1.05
2025-07-22,687.3624740215712,110.65578711471407,348.3439069502604,364.44880727491807,82.48092327872972,0.0018642439990834703,687.357122646006,Normal,681.3902796138482,721.3902796138482,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-07-23,687.3499899675015,110.65674475188275,348.3438660796794,363.06110093823946,82.79893936865254,-0.001816225723916265,687.3552067942816,Normal,681.3775407831648,721.3775407831648,SUP002,BetaMetals,MAT104,Steel Sheet,0.98
2025-07-24,715.4175982215455,110.65651290238594,348.3439419516077,362.9024822657,82.59142751251987,0.0017481875463687402,715.4124475247531,Normal,681.3898021779858,721.3898021779858,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-07-25,715.4053529267906,110.65496368075203,348.34390764592337,370.15009532397187,82.7219856058687,-0.0017116289542373764,715.4105339185411,Normal,681.3777969870496,721.3777969870496,SUP001,AlphaSteel,MAT103,Steel Bar,1.02
2025-07-26,715.4173773672005,110.657671962732,348.3439301045564,367.8370552591129,82.84412966987722,0.0016807870336421615,715.4123785479771,Normal,681.3895856541182,721.3895856541182,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-07-27,687.3506083770231,110.65684775385007,348.34389278650923,366.6799807189734,82.55291625084709,-0.0016273182640080819,687.3552533765207,Normal,681.378171813289,721.378171813289,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-07-28,736.4587476725657,110.658971991329,348.34391218186465,360.58591216788625,83.03931046197894,0.001584264358234222,736.4538690790706,Normal,681.3892834976815,721.3892834976815,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-07-29,687.3508045314618,110.65587908152139,348.3439349959244,368.04628824066924,82.72657069013812,-0.0015557019559464536,687.3552774037836,Normal,681.3783719708794,721.3783719708794,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-07-30,687.3612455841115,110.65600087576395,348.34392316366535,364.59055641822005,83.12417979718616,0.0015190282139698752,687.3568853490135,Normal,681.3890261062363,721.3890261062363,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-07-31,687.3511439599865,110.65581021579538,348.343920848335,361.7254593384385,82.82552613377123,-0.0014696237517042299,687.3553336098079,Normal,681.3787183265168,721.3787183265168,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-08-01,687.3609960668578,110.655670276925,348.3439307619872,359.4725174037333,82.5254163239056,0.0014333440713443224,687.3568700411721,Normal,681.3887714967937,721.3887714967937,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-08-02,736.4479218824447,110.65451792555693,348.3439246312799,367.0611016778718,82.95248916832472,-0.0013969820755521667,736.4521974649158,Normal,681.3789732213759,721.3789732213759,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-08-03,715.4162868492144,110.65519266920265,348.3439129065138,369.03466826562277,82.8654474151974,0.0013606477847538656,715.4122134801554,Normal,681.3885165188377,721.3885165188377,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-08-04,722.4206061956495,110.65595896773426,348.3439176642988,362.2732037803531,82.81856240194358,-0.0013241167276634158,722.4245793093585,Normal,681.3792293161646,721.3792293161646,SUP005,PrimeSteel,MAT104,Steel Sheet,1.03
2025-08-05,715.416050046041,110.65534366778618,348.34392856311257,358.1714310090544,82.453654593968,0.0012910337690019702,715.4121928188121,Normal,681.3882843588638,721.3882843588638,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-08-06,715.407050551816,110.65505513321443,348.3439030266916,352.2375830867817,82.49364714941905,-0.0012579385414102084,715.4107990935913,Normal,681.3794613253099,721.3794613253099,SUP001,AlphaSteel,MAT100,Steel Coil,1.02
2025-08-07,722.4297180215339,110.6548792639913,348.34392542811247,358.38383401742686,82.55664416588621,0.0012282115783301961,722.4260073351428,Normal,681.388075749062,721.388075749062,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-08-08,687.3520721138475,110.65607322366013,348.34392248415276,362.98778888762627,82.76442058980602,-0.0011990974838949064,687.355508827667,Normal,681.3796654222933,721.3796654222933,SUP002,BetaMetals,MAT102,Steel Plate,0.98
2025-08-09,736.457256497549,110.65495029901462,348.3439193452052,353.9060542770752,83.32760283396415,0.0011688261165598846,736.4536644032295,Normal,681.387863330999,721.387863330999,SUP003,CoreSteel,MAT104,Steel Sheet,1.05
2025-08-10,736.4488711168552,110.65695217622749,348.34392715759446,346.6331497949744,82.49637856346456,-0.0011386106416710895,736.452368513526,Normal,681.3798772541478,721.3798772541478,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-08-11,715.4153812399185,110.65556223718863,348.34392159759517,357.2943255058574,82.49672269253875,0.0011051660719463285,715.4120961756297,Normal,681.3876286665867,721.3876286665867,SUP001,AlphaSteel,MAT101,Steel Rod,1.02
2025-08-12,722.4214679926803,110.65658578016047,348.3439120973195,348.039187796776,82.83667019438252,-0.001078241754859377,722.4247309847901,Normal,681.380066012311,721.380066012311,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-08-13,701.3874444366836,110.65552966699299,348.34392653964454,354.87465383973677,82.61271041674864,0.0010519866090019647,701.3843744102977,Normal,681.3874444366836,721.3874444366836,SUP004,DeltaIron,MAT104,Steel Sheet,1.0
2025-08-14,687.3526631938032,110.6556629014329,348.3439255716773,351.1699085040679,82.53804307903152,-0.0010230966686397558,687.3555939163377,Normal,681.3802685651053,721.3802685651053,SUP002,BetaMetals,MAT100,Steel Coil,0.98
2025-08-15,715.4149996011557,110.65504367690436,348.3439030173559,347.5703726975421,82.6197155359576,0.0009960282808973986,715.4120301189008,Normal,681.3872545109369,721.3872545109369,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-08-16,736.4494806515298,110.6555869171352,348.3439184900386,353.14892946303,82.67169902046686,-0.0009690434965126116,736.4524495813702,Normal,681.3804577633617,721.3804577633617,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-08-17,722.4287101598229,110.65555646613475,348.3439186010786,343.33397497409567,82.78219119449918,0.0009466301935434629,722.4258462447798,Normal,681.3870972425465,721.3870972425465,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-08-18,722.4220408264434,110.65546559126417,348.3439307457472,353.46717048035833,82.33773180279883,-0.0009231822165611803,722.4248152876166,Normal,681.3806221615955,721.3806221615955,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-08-19,715.4146735363425,110.65586155312764,348.34392718180834,348.5237843915071,82.40803719982,0.0009000359799671287,715.4119830157396,Normal,681.3869348395515,721.3869348395515,SUP001,AlphaSteel,MAT103,Steel Bar,1.02
2025-08-20,701.3807685372728,110.6553027956744,348.34391410819575,342.2973394590585,82.7533606164252,-0.0008791584177547662,701.3833433743386,Normal,681.3807685372728,721.3807685372728,SUP004,DeltaIron,MAT101,Steel Rod,1.0
2025-08-21,736.4561244995396,110.65541969799291,348.34392539293907,345.17497328749596,82.44680868745881,0.0008578365210176742,736.4534880439383,Normal,681.3867852376567,721.3867852376567,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-08-22,715.4085407980136,110.65512669952606,348.3439337427599,344.01145953661626,82.764736445174,-0.0008358992194201775,715.4110371279482,Normal,681.3809223509937,721.3809223509937,SUP001,AlphaSteel,MAT103,Steel Bar,1.02
2025-08-23,701.3866049389752,110.65519763614938,348.3439182421971,344.0741486513738,82.55732327729645,0.0008101999641629831,701.3842479012274,Normal,681.3866049389752,721.3866049389752,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-08-24,722.4224872027983,110.65567163567488,348.3439252508158,351.538842154137,82.68785953487091,-0.0007912044853508604,722.4248863444035,Normal,681.3810555366973,721.3810555366973,SUP005,PrimeSteel,MAT100,Steel Coil,1.03
2025-08-25,687.3587522477377,110.65484301028953,348.34392066253844,349.4424565702507,82.80998462991495,0.0007736662840374109,687.3565374657231,Normal,681.3864818854466,721.3864818854466,SUP002,BetaMetals,MAT101,Steel Rod,0.98
2025-08-26,736.4502692183459,110.6550951850658,348.34392828657997,348.4992582967439,82.5188993182014,-0.0007518117622562492,736.452574089963,Normal,681.381208779377,721.381208779377,SUP003,CoreSteel,MAT103,Steel Bar,1.05
2025-08-27,736.4556626505263,110.65444525381322,348.34392432412733,342.6176715053646,83.00514458614975,0.0007323552459581606,736.4534106165901,Normal,681.3863453814536,721.3863453814536,SUP003,CoreSteel,MAT102,Steel Plate,1.05
2025-08-28,701.381322629042,110.65539155984789,348.34391966323665,350.28505376197745,82.69254033179706,-0.0007161177922432316,701.3834202145692,Normal,681.381322629042,721.381322629042,SUP004,DeltaIron,MAT103,Steel Bar,1.0
2025-08-29,715.4139461852408,110.65535429570703,348.3439220805559,347.03632040452817,83.09003185941849,0.0006984961013367652,715.4118608170361,Normal,681.386221750236,721.386221750236,SUP001,AlphaSteel,MAT104,Steel Sheet,1.02
2025-08-30,722.4229064192199,110.65541262999093,348.3439225535757,344.3756848329464,82.79150844400667,-0.0006785430275879634,722.4249459229056,Normal,681.3814625429319,721.3814625429319,SUP005,PrimeSteel,MAT102,Steel Plate,1.03
2025-08-31,701.3861022634429,110.6554554456583,348.34392052822596,342.32469072842406,82.49152927514073,0.0006615117106534285,701.3841636045615,Normal,681.3861022634429,721.3861022634429,SUP004,DeltaIron,MAT102,Steel Plate,1.0
2025-09-01,687.3539487591099,110.65580801884067,348.34392178072363,350.11068545506043,82.91847367077747,-0.0006447086689620463,687.355794119809,Normal,681.3815803664387,721.3815803664387,SUP002,BetaMetals,MAT103,Steel Bar,0.98
2025-09-02,687.3582663785947,110.65560157441665,348.34392417608217,352.28058809210404,82.8314864315228,0.0006281508228234145,687.3564629447812,Normal,681.3859861006069,721.3859861006069,SUP002,BetaMetals,MAT100,Steel Coil,0.98
