shipment_id,po_id,supplier_id,supplier_name,material_id,material_name,vessel_name,departure_date,eta_date,actual_arrival_date,port_congestion_index,eta_delay_days,congestion_risk
SHP3046,PO1728,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2023-09-23,2023-10-10,2023-10-11,65,1,Medium
SHP2944,PO1531,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2023-09-25,2023-10-15,2023-10-07,51,-8,Low
SHP2522,PO1339,SUP001,AlphaSteel,MAT102,Steel Plate,MV Horizon,2023-09-26,2023-10-14,2023-10-30,44,16,Low
SHP2835,PO1705,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2023-09-27,2023-10-15,2023-10-19,47,4,Low
SHP2520,PO2459,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2023-09-28,2023-10-12,2023-10-26,58,14,Low
SHP3428,PO1921,SUP002,BetaMetals,MAT101,Steel Rod,MV OceanStar,2023-09-29,2023-10-10,2023-10-15,66,5,Medium
SHP2250,PO1528,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2023-10-01,2023-10-11,2023-10-29,74,18,Medium
SHP2708,PO1229,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2023-10-02,2023-10-17,2023-10-31,77,14,Medium
SHP2566,PO1421,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2023-10-03,2023-10-22,2023-10-18,62,-4,Medium
SHP3314,PO1016,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2023-10-04,2023-10-22,2023-10-25,49,3,Low
SHP2294,PO1705,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2023-10-05,2023-10-29,2023-11-02,88,4,High
SHP3288,PO2401,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2023-10-06,2023-10-23,2023-11-07,61,15,Medium
SHP2226,PO2270,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2023-10-08,2023-10-31,2023-11-02,89,2,High
SHP2363,PO1944,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2023-10-09,2023-10-30,2023-11-09,59,10,Low
SHP3070,PO2732,SUP005,PrimeSteel,MAT102,Steel Plate,MV OceanStar,2023-10-10,2023-10-20,2023-10-30,60,10,Low
SHP3224,PO1564,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2023-10-11,2023-11-02,2023-11-11,54,9,Low
SHP3397,PO2264,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2023-10-12,2023-10-23,2023-11-04,88,12,High
SHP2131,PO1053,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2023-10-13,2023-11-02,2023-11-15,62,13,Medium
SHP3266,PO1708,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2023-10-15,2023-11-05,2023-11-09,64,4,Medium
SHP2833,PO1426,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2023-10-16,2023-11-01,2023-11-03,45,2,Low
SHP2780,PO1352,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2023-10-17,2023-10-28,2023-11-04,43,7,Low
SHP3497,PO2937,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2023-10-20,2023-11-12,2023-11-12,57,0,Low
SHP2737,PO2476,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2023-10-21,2023-11-07,2023-11-07,85,0,High
SHP3074,PO2747,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2023-10-22,2023-11-07,2023-11-12,88,5,High
SHP2457,PO2021,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2023-10-23,2023-11-14,2023-11-25,70,11,Medium
SHP3241,PO1922,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2023-10-24,2023-11-13,2023-11-22,74,9,Medium
SHP2819,PO2642,SUP002,BetaMetals,MAT101,Steel Rod,MV Horizon,2023-10-27,2023-11-09,2023-11-11,49,2,Low
SHP3147,PO1655,SUP002,BetaMetals,MAT101,Steel Rod,MV Horizon,2023-10-28,2023-11-15,2023-11-22,89,7,High
SHP2464,PO2207,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2023-10-29,2023-11-08,2023-11-12,55,4,Low
SHP2844,PO2489,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2023-10-30,2023-11-10,2023-11-20,55,10,Low
SHP3165,PO1974,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2023-11-01,2023-11-16,2023-11-13,56,-3,Low
SHP2581,PO2511,SUP005,PrimeSteel,MAT102,Steel Plate,MV OceanStar,2023-11-02,2023-11-12,2023-12-05,55,23,Low
SHP2039,PO2167,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2023-11-03,2023-11-25,2023-12-07,87,12,High
SHP2813,PO1314,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2023-11-04,2023-11-20,2023-12-07,58,17,Low
SHP3177,PO1263,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2023-11-06,2023-11-27,2023-12-06,93,9,High
SHP3103,PO2742,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2023-11-07,2023-11-21,2023-11-19,63,-2,Medium
SHP2397,PO2620,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2023-11-09,2023-11-24,2023-11-24,80,0,Medium
SHP2187,PO1263,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2023-11-10,2023-11-29,2023-11-27,61,-2,Medium
SHP2532,PO1936,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2023-11-11,2023-11-28,2023-12-12,76,14,Medium
SHP3036,PO2086,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2023-11-12,2023-11-27,2023-12-16,72,19,Medium
SHP3353,PO2454,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2023-11-14,2023-11-26,2023-12-10,42,14,Low
SHP3357,PO1127,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2023-11-15,2023-11-25,2023-12-04,90,9,High
SHP3456,PO2038,SUP002,BetaMetals,MAT101,Steel Rod,MV Horizon,2023-11-16,2023-11-27,2023-12-17,55,20,Low
SHP2556,PO1012,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2023-11-18,2023-12-11,2023-11-30,51,-11,Low
SHP2689,PO1324,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2023-11-19,2023-12-10,2023-12-19,79,9,Medium
SHP3444,PO2087,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2023-11-20,2023-12-03,2023-12-20,46,17,Low
SHP2642,PO1564,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2023-11-21,2023-12-03,2023-12-04,56,1,Low
SHP2174,PO2745,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2023-11-23,2023-12-08,2023-12-12,45,4,Low
SHP2315,PO2167,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2023-11-25,2023-12-06,2023-12-14,50,8,Low
SHP2889,PO1011,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2023-11-26,2023-12-18,2023-12-29,79,11,Medium
SHP2854,PO1403,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2023-11-29,2023-12-11,2023-12-21,52,10,Low
SHP2191,PO2844,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2023-11-30,2023-12-14,2023-12-30,48,16,Low
SHP3308,PO2024,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2023-12-01,2023-12-19,2023-12-21,80,2,Medium
SHP2890,PO2959,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2023-12-02,2023-12-25,2023-12-17,92,-8,High
SHP2772,PO1167,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2023-12-04,2023-12-23,2023-12-18,80,-5,Medium
SHP2510,PO1585,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2023-12-06,2023-12-26,2024-01-03,66,8,Medium
SHP2528,PO2225,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2023-12-07,2023-12-24,2023-12-24,87,0,High
SHP3389,PO1091,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2023-12-08,2023-12-18,2024-01-02,60,15,Low
SHP2451,PO1083,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2023-12-10,2024-01-03,2024-01-04,78,1,Medium
SHP2545,PO1414,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2023-12-11,2024-01-01,2024-01-06,73,5,Medium
SHP2138,PO2063,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2023-12-14,2023-12-29,2024-01-08,68,10,Medium
SHP2040,PO2858,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2023-12-16,2023-12-29,2024-01-13,78,15,Medium
SHP3482,PO2149,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2023-12-18,2023-12-29,2024-01-13,94,15,High
SHP2111,PO1278,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2023-12-19,2024-01-09,2024-01-12,83,3,High
SHP2912,PO2209,SUP005,PrimeSteel,MAT102,Steel Plate,MV OceanStar,2023-12-20,2024-01-07,2024-01-06,60,-1,Low
SHP2309,PO2364,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2023-12-22,2024-01-05,2024-01-13,48,8,Low
SHP2955,PO2861,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2023-12-24,2024-01-13,2024-01-21,60,8,Low
SHP2774,PO1292,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2023-12-25,2024-01-16,2024-01-06,81,-10,High
SHP2611,PO1871,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2023-12-26,2024-01-19,2024-01-10,71,-9,Medium
SHP3289,PO2460,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2023-12-27,2024-01-20,2024-01-12,53,-8,Low
SHP2293,PO2461,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2023-12-29,2024-01-20,2024-01-21,42,1,Low
SHP3051,PO2359,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2023-12-31,2024-01-24,2024-01-17,93,-7,High
SHP2095,PO1963,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-01-01,2024-01-18,2024-01-15,89,-3,High
SHP2406,PO1169,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2024-01-02,2024-01-17,2024-02-04,73,18,Medium
SHP2206,PO2586,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2024-01-03,2024-01-26,2024-02-05,48,10,Low
SHP2758,PO1251,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-01-04,2024-01-14,2024-01-21,47,7,Low
SHP2313,PO1627,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2024-01-06,2024-01-25,2024-02-08,52,14,Low
SHP2738,PO2936,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2024-01-07,2024-01-18,2024-02-07,74,20,Medium
SHP2701,PO1624,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2024-01-08,2024-01-30,2024-02-06,57,7,Low
SHP3110,PO1900,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2024-01-09,2024-01-21,2024-02-04,40,14,Low
SHP2650,PO2198,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-01-10,2024-01-26,2024-02-09,79,14,Medium
SHP2326,PO1949,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2024-01-11,2024-02-03,2024-01-31,81,-3,High
SHP3413,PO2267,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2024-01-12,2024-02-02,2024-02-01,58,-1,Low
SHP3394,PO2606,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2024-01-14,2024-02-03,2024-02-11,47,8,Low
SHP2976,PO2051,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2024-01-15,2024-02-02,2024-02-11,62,9,Medium
SHP2621,PO1999,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2024-01-16,2024-02-07,2024-01-29,45,-9,Low
SHP2674,PO2935,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2024-01-18,2024-02-07,2024-02-02,89,-5,High
SHP2861,PO2852,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2024-01-19,2024-02-10,2024-02-15,90,5,High
SHP2842,PO2800,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2024-01-21,2024-02-07,2024-02-10,59,3,Low
SHP2505,PO1560,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2024-01-22,2024-02-06,2024-02-16,52,10,Low
SHP2019,PO1728,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2024-01-23,2024-02-14,2024-02-26,68,12,Medium
SHP2087,PO2886,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2024-01-24,2024-02-14,2024-02-10,51,-4,Low
SHP2129,PO2502,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2024-01-25,2024-02-08,2024-02-16,67,8,Medium
SHP2892,PO2455,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2024-01-28,2024-02-12,2024-02-17,55,5,Low
SHP2923,PO2747,SUP001,AlphaSteel,MAT104,Steel Sheet,MV OceanStar,2024-01-30,2024-02-17,2024-03-01,57,13,Low
SHP3443,PO1711,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2024-01-31,2024-02-21,2024-02-23,62,2,Medium
SHP2415,PO2683,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2024-02-01,2024-02-25,2024-02-18,48,-7,Low
SHP3080,PO1278,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2024-02-02,2024-02-24,2024-02-17,60,-7,Low
SHP3196,PO2651,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2024-02-04,2024-02-26,2024-02-20,41,-6,Low
SHP2595,PO2971,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2024-02-05,2024-02-23,2024-03-07,83,13,High
SHP3359,PO1089,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2024-02-07,2024-02-23,2024-03-01,79,7,Medium
SHP3066,PO2614,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2024-02-08,2024-02-27,2024-03-08,90,10,High
SHP2996,PO1679,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-02-11,2024-03-06,2024-03-10,80,4,Medium
SHP2049,PO1064,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2024-02-12,2024-02-29,2024-03-10,50,10,Low
SHP2312,PO2076,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2024-02-13,2024-02-27,2024-03-08,79,10,Medium
SHP2328,PO1261,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2024-02-17,2024-03-01,2024-03-20,70,19,Medium
SHP2178,PO2544,SUP003,CoreSteel,MAT102,Steel Plate,MV Titan,2024-02-18,2024-03-01,2024-03-15,59,14,Low
SHP2965,PO2239,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-02-21,2024-03-10,2024-03-22,55,12,Low
SHP2003,PO2946,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2024-02-23,2024-03-12,2024-03-06,94,-6,High
SHP2404,PO2618,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2024-02-24,2024-03-15,2024-03-19,69,4,Medium
SHP2385,PO2053,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2024-02-25,2024-03-18,2024-03-29,76,11,Medium
SHP3265,PO1522,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2024-02-26,2024-03-15,2024-03-29,48,14,Low
SHP2691,PO1872,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2024-02-27,2024-03-22,2024-03-19,56,-3,Low
SHP2789,PO1096,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2024-02-28,2024-03-09,2024-03-30,42,21,Low
SHP2654,PO2465,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2024-03-01,2024-03-21,2024-03-25,67,4,Medium
SHP3099,PO2146,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2024-03-02,2024-03-12,2024-03-27,50,15,Low
SHP2794,PO1877,SUP001,AlphaSteel,MAT102,Steel Plate,MV Horizon,2024-03-03,2024-03-27,2024-03-22,87,-5,High
SHP2468,PO1014,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2024-03-05,2024-03-24,2024-03-30,54,6,Low
SHP3076,PO1573,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2024-03-06,2024-03-25,2024-03-20,46,-5,Low
SHP2589,PO2367,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-03-10,2024-04-02,2024-03-26,56,-7,Low
SHP2702,PO2088,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2024-03-11,2024-03-29,2024-04-13,77,15,Medium
SHP3364,PO1069,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-03-12,2024-03-27,2024-04-07,69,11,Medium
SHP2282,PO1097,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2024-03-13,2024-03-30,2024-04-15,94,16,High
SHP3474,PO1402,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2024-03-15,2024-03-27,2024-04-04,87,8,High
SHP2056,PO2275,SUP002,BetaMetals,MAT101,Steel Rod,MV OceanStar,2024-03-16,2024-03-28,2024-03-29,70,1,Medium
SHP2033,PO1730,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2024-03-17,2024-04-09,2024-04-09,74,0,Medium
SHP3395,PO1990,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2024-03-19,2024-04-01,2024-04-13,94,12,High
SHP2630,PO1906,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2024-03-20,2024-04-11,2024-04-16,86,5,High
SHP2684,PO1694,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2024-03-21,2024-04-06,2024-04-02,62,-4,Medium
SHP2183,PO1781,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2024-03-22,2024-04-11,2024-04-13,68,2,Medium
SHP2880,PO1090,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2024-03-23,2024-04-03,2024-04-21,68,18,Medium
SHP2619,PO1769,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2024-03-24,2024-04-03,2024-04-07,55,4,Low
SHP2627,PO1326,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2024-03-25,2024-04-14,2024-04-20,82,6,High
SHP2499,PO1522,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2024-03-26,2024-04-10,2024-04-27,65,17,Medium
SHP2802,PO2953,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2024-03-28,2024-04-18,2024-05-01,88,13,High
SHP2070,PO2633,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2024-03-29,2024-04-11,2024-04-16,49,5,Low
SHP2687,PO2715,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2024-03-30,2024-04-23,2024-04-26,57,3,Low
SHP3361,PO2029,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2024-03-31,2024-04-12,2024-04-18,86,6,High
SHP2967,PO1941,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-04-01,2024-04-21,2024-05-02,88,11,High
SHP3083,PO1106,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2024-04-02,2024-04-17,2024-04-25,43,8,Low
SHP3007,PO2069,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-04-03,2024-04-23,2024-04-26,78,3,Medium
SHP3179,PO1970,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2024-04-04,2024-04-21,2024-05-02,46,11,Low
SHP3382,PO1123,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-04-07,2024-04-22,2024-05-01,46,9,Low
SHP3136,PO2885,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-04-08,2024-04-27,2024-05-05,42,8,Low
SHP2348,PO2865,SUP001,AlphaSteel,MAT102,Steel Plate,MV Horizon,2024-04-10,2024-04-23,2024-05-13,90,20,High
SHP2894,PO2354,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2024-04-12,2024-05-05,2024-05-06,60,1,Low
SHP3235,PO2723,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2024-04-14,2024-04-27,2024-05-05,43,8,Low
SHP3183,PO2203,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2024-04-15,2024-05-03,2024-05-01,64,-2,Medium
SHP3293,PO1355,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2024-04-16,2024-04-26,2024-05-12,49,16,Low
SHP2088,PO1848,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2024-04-18,2024-05-02,2024-05-11,49,9,Low
SHP2939,PO1480,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2024-04-20,2024-05-12,2024-05-24,41,12,Low
SHP3200,PO1473,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2024-04-22,2024-05-08,2024-05-24,75,16,Medium
SHP3118,PO1885,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2024-04-23,2024-05-11,2024-05-22,88,11,High
SHP3172,PO2415,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2024-04-24,2024-05-11,2024-05-17,77,6,Medium
SHP2805,PO1305,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2024-04-25,2024-05-16,2024-05-28,51,12,Low
SHP3280,PO2974,SUP005,PrimeSteel,MAT102,Steel Plate,MV OceanStar,2024-04-26,2024-05-13,2024-05-18,52,5,Low
SHP2060,PO1721,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2024-04-28,2024-05-22,2024-05-23,67,1,Medium
SHP2613,PO1842,SUP003,CoreSteel,MAT100,Steel Coil,MV Horizon,2024-04-29,2024-05-19,2024-05-26,57,7,Low
SHP2846,PO1669,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2024-05-01,2024-05-11,2024-05-23,81,12,High
SHP3145,PO2424,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2024-05-02,2024-05-24,2024-05-26,63,2,Medium
SHP2128,PO1199,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2024-05-03,2024-05-27,2024-06-01,91,5,High
SHP2366,PO1142,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2024-05-04,2024-05-27,2024-05-21,87,-6,High
SHP3458,PO2311,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2024-05-06,2024-05-20,2024-05-23,71,3,Medium
SHP2552,PO2614,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2024-05-09,2024-05-29,2024-06-02,44,4,Low
SHP2728,PO1031,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2024-05-10,2024-05-28,2024-06-09,71,12,Medium
SHP3190,PO2719,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2024-05-11,2024-05-28,2024-05-23,41,-5,Low
SHP2091,PO2891,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2024-05-13,2024-05-28,2024-05-25,74,-3,Medium
SHP3106,PO1852,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2024-05-14,2024-06-05,2024-06-11,83,6,High
SHP2993,PO1050,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2024-05-15,2024-05-31,2024-06-02,82,2,High
SHP2182,PO2673,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2024-05-16,2024-06-03,2024-06-17,66,14,Medium
SHP2577,PO2002,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2024-05-18,2024-06-08,2024-06-19,49,11,Low
SHP2295,PO2340,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2024-05-19,2024-06-08,2024-06-22,40,14,Low
SHP3387,PO2116,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2024-05-20,2024-06-12,2024-06-14,64,2,Medium
SHP3358,PO2987,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2024-05-21,2024-06-13,2024-06-19,56,6,Low
SHP2109,PO1227,SUP004,DeltaIron,MAT102,Steel Plate,MV Horizon,2024-05-22,2024-06-08,2024-06-19,62,11,Medium
SHP2516,PO2227,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2024-05-24,2024-06-14,2024-06-14,77,0,Medium
SHP2299,PO2573,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2024-05-25,2024-06-14,2024-06-09,62,-5,Medium
SHP2112,PO2122,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2024-05-27,2024-06-14,2024-06-10,57,-4,Low
SHP2509,PO2910,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2024-05-28,2024-06-13,2024-06-21,69,8,Medium
SHP3032,PO2033,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2024-05-30,2024-06-19,2024-07-01,62,12,Medium
SHP3199,PO1846,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2024-05-31,2024-06-23,2024-06-13,60,-10,Low
SHP3403,PO1101,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2024-06-01,2024-06-21,2024-06-14,61,-7,Medium
SHP2926,PO2785,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2024-06-02,2024-06-18,2024-07-03,60,15,Low
SHP2989,PO2320,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2024-06-03,2024-06-21,2024-06-25,90,4,High
SHP2263,PO2974,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2024-06-04,2024-06-28,2024-07-01,47,3,Low
SHP2372,PO1842,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2024-06-06,2024-06-22,2024-06-24,51,2,Low
SHP3077,PO2609,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2024-06-07,2024-06-22,2024-07-10,80,18,Medium
SHP2115,PO1406,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2024-06-10,2024-06-30,2024-06-26,68,-4,Medium
SHP2118,PO1231,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2024-06-11,2024-06-29,2024-06-25,54,-4,Low
SHP2235,PO2173,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2024-06-12,2024-06-24,2024-07-14,74,20,Medium
SHP2591,PO1310,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2024-06-15,2024-06-27,2024-07-08,53,11,Low
SHP3291,PO1595,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2024-06-18,2024-07-08,2024-07-04,74,-4,Medium
SHP2827,PO2487,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2024-06-19,2024-07-11,2024-07-13,47,2,Low
SHP2469,PO1440,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2024-06-20,2024-07-04,2024-07-03,41,-1,Low
SHP3369,PO2264,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2024-06-21,2024-07-03,2024-07-07,89,4,High
SHP3481,PO1730,SUP005,PrimeSteel,MAT102,Steel Plate,MV OceanStar,2024-06-22,2024-07-10,2024-07-11,44,1,Low
